id,question,reason,query_id,input_text,retrieved_indices,retrieved_scores,method
781,"""내 고향은 서울에서 거리도 {멀 뿐더러/멀뿐더러} 교통편도 좋지 않다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'멀뿐더러'는 '멀다'와 '뿐더러'가 결합된 복합어이다. 복합어의 구성 요소가 하나의 단어를 이루는 경우, 그 구성 요소를 붙여 쓴다. 따라서 '멀뿐더러'로 써야 한다.",31,"'멀뿐더러'는 '멀다'와 '뿐더러'가 결합된 복합어이다. 복합어의 구성 요소가 하나의 단어를 이루는 경우, 그 구성 요소를 붙여 쓴다. 따라서 '멀뿐더러'로 써야 한다.","[104, 39, 165, 83, 18, 92, 27, 78, 13, 99]","[0.8834725022315979, 0.8834725022315979, 0.8479058742523193, 0.8365535736083984, 0.8365535736083984, 0.825483500957489, 0.825483500957489, 0.823813796043396, 0.823813796043396, 0.8142553567886353]",method2_semantic_embedding
782,"""다이어트를 할 때는 운동과 식단의 {밸런스/발란스}가 중요하다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",발란스(balance)의 원어 발음은 [ˈbæləns]로 [æ]는 '애'로 표기한다. 따라서 '발란스'가 옳다.,32,발란스(balance)의 원어 발음은 [ˈbæləns]로 [æ]는 '애'로 표기한다. 따라서 '발란스'가 옳다.,"[167, 171, 72, 7, 86, 21, 170, 177, 67, 2]","[0.770191490650177, 0.7540667057037354, 0.7516912221908569, 0.7516912221908569, 0.7485119104385376, 0.7485119104385376, 0.7453776597976685, 0.7416495084762573, 0.7404148578643799, 0.7404148578643799]",method2_semantic_embedding
783,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 이번 전시회의 주제는 '어린 시절의 회상 - 함께 읽는 일기'이다.",인용구 안의 부분을 구별할 때는 쉼표를 쓴다.,33,인용구 안의 부분을 구별할 때는 쉼표를 쓴다.,"[151, 155, 149, 130, 124, 59, 147, 148, 122, 57]","[0.8774946928024292, 0.8477131128311157, 0.8438148498535156, 0.8266319036483765, 0.822035014629364, 0.822035014629364, 0.8157216310501099, 0.8134650588035583, 0.811267077922821, 0.811267077922821]",method2_semantic_embedding
784,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― ""저 산을 넘지 못 해. 저 푯말에 ""출입 금지""라고 되어 있는 걸.""","동사 앞에 붙는 관형사 '아', '어', '여'는 '아', '어'는 '야', '여'는 '여라'로 통일하여 적는다.",34,"동사 앞에 붙는 관형사 '아', '어', '여'는 '아', '어'는 '야', '여'는 '여라'로 통일하여 적는다.","[111, 46, 96, 31, 99, 34, 102, 37, 112, 47]","[0.8608805537223816, 0.8608805537223816, 0.8515343070030212, 0.8515343070030212, 0.8474857211112976, 0.8474857211112976, 0.843654215335846, 0.843654215335846, 0.8418616652488708, 0.8418616652488708]",method2_semantic_embedding
785,"""「한국수화언어법」 제4조 제1항""을 문장 부호를 사용해 간략하게 나타내시오.","법 조항을 표기할 때는 법명과 조항을 모두 밀착하여 쓰고, 법 조항의 앞뒤에 큰따옴표를 쓴다.",35,"법 조항을 표기할 때는 법명과 조항을 모두 밀착하여 쓰고, 법 조항의 앞뒤에 큰따옴표를 쓴다.","[143, 148, 149, 147, 150, 122, 57, 146, 156, 142]","[0.8195862770080566, 0.8153416514396667, 0.8138575553894043, 0.8100396990776062, 0.8073042631149292, 0.8023627996444702, 0.8023627996444702, 0.7961048483848572, 0.7937310934066772, 0.793179988861084]",method2_semantic_embedding
786,"다음 문장이 어문 규범에 부합하도록 문장 부호를 추가하고, 그 이유를 설명하세요.
― 탕평채는 조선 시대의 궁중 요리인데( ) 영조가 탕평책을 논하는 자리에서 처음 등장했다는 데에서 이름이 유래했다.","앞말과 뒷말이 서로 다른 문장이지만, 하나의 의미를 이룬 관계일 때는 쉼표를 쓴다.",36,"앞말과 뒷말이 서로 다른 문장이지만, 하나의 의미를 이룬 관계일 때는 쉼표를 쓴다.","[124, 59, 104, 39, 149, 130, 122, 57, 152, 146]","[0.844800591468811, 0.844800591468811, 0.8412660360336304, 0.8412660360336304, 0.8342283368110657, 0.8244879245758057, 0.8238944411277771, 0.8238944411277771, 0.8215473294258118, 0.8203240036964417]",method2_semantic_embedding
787,"""1919년 3월 1일""을 문장 부호를 사용해 간략하게 나타내시오.","연, 월, 일을 구별할 때는 마침표를 쓴다.",37,"연, 월, 일을 구별할 때는 마침표를 쓴다.","[143, 122, 57, 149, 134, 133, 130, 147, 135, 124]","[0.8773579001426697, 0.8050763010978699, 0.8050763010978699, 0.7995920777320862, 0.7981799244880676, 0.7943931221961975, 0.7919749617576599, 0.7912260293960571, 0.7883777022361755, 0.7853524088859558]",method2_semantic_embedding
788,"다음 문장이 어문 규범에 부합하도록 문장 부호를 고치시오.
― 안녕하세요 과장님.","문장의 끝에 붙는 문장 부호는 마침표, 물음표, восk, 대시, 쉼표, 줄임표, 덧셈표, 뺄셈표, 곱셈표, 나눗셈표, 등이 있다. 이 중에서 물음표와 восk는 문장의 끝에 붙는다.",38,"문장의 끝에 붙는 문장 부호는 마침표, 물음표, восk, 대시, 쉼표, 줄임표, 덧셈표, 뺄셈표, 곱셈표, 나눗셈표, 등이 있다. 이 중에서 물음표와 восk는 문장의 끝에 붙는다.","[141, 143, 149, 145, 148, 152, 147, 150, 120, 55]","[0.8283325433731079, 0.8258185982704163, 0.8169722557067871, 0.8008403182029724, 0.8007248640060425, 0.7821407318115234, 0.7797780632972717, 0.770450234413147, 0.7703381776809692, 0.7703381776809692]",method2_semantic_embedding
789,"""{다큐멘터리/도큐멘터리}를 만들다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'documentary'의 원어 발음은 [dɒkjuːməntəri]로 [ɒ]는 '오'로 표기한다. 따라서 '도큐멘터리'가 옳다.,39,'documentary'의 원어 발음은 [dɒkjuːməntəri]로 [ɒ]는 '오'로 표기한다. 따라서 '도큐멘터리'가 옳다.,"[167, 171, 172, 160, 168, 166, 121, 56, 169, 170]","[0.7239033579826355, 0.7068848013877869, 0.7044847011566162, 0.6905099749565125, 0.6898856163024902, 0.6894667148590088, 0.6764532327651978, 0.6764532327651978, 0.6741459369659424, 0.6739205718040466]",method2_semantic_embedding
790,"""{번번이/번번히} 시험에서 떨어지는 것을 보면 아무래도 나랑은 안 맞는 길 같다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'-이'와 '-히' 중에서 '어간의 끝음절이 된소리로 발음된다면 된소리로 적는다'는 규칙이 있다. '번번히'의 어간 끝음절 '번'은 된소리로 발음된다. 따라서 '번번이'가 아니라 '번번히'로 적어야 한다.,40,'-이'와 '-히' 중에서 '어간의 끝음절이 된소리로 발음된다면 된소리로 적는다'는 규칙이 있다. '번번히'의 어간 끝음절 '번'은 된소리로 발음된다. 따라서 '번번이'가 아니라 '번번히'로 적어야 한다.,"[118, 53, 96, 31, 117, 52, 99, 34, 92, 27]","[0.9021955728530884, 0.9021955728530884, 0.8820123672485352, 0.8820123672485352, 0.8817052245140076, 0.8817052245140076, 0.874556303024292, 0.874556303024292, 0.8698221445083618, 0.8698221445083618]",method2_semantic_embedding
791,"""설명은 {뒷페이지/뒤 페이지}를 참고하시오."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'뒤'와 '페이지'는 별개의 단어이므로 띄어 쓴다.,41,'뒤'와 '페이지'는 별개의 단어이므로 띄어 쓴다.,"[83, 18, 130, 139, 104, 39, 122, 57, 135, 133]","[0.8337531089782715, 0.8337531089782715, 0.8314164280891418, 0.8313331007957458, 0.8244049549102783, 0.8244049549102783, 0.823635995388031, 0.823635995388031, 0.8233265280723572, 0.8147258758544922]",method2_semantic_embedding
792,"다음 문장에서 어문 규범에 부합하도록 문장 부호를 추가하고, 그 이유를 설명하세요.
― 지점장이 경찰서에 고소하자고 해서, 제가 ( )일단 기다려봅시다. 누구 교도소에 보내면 쓰겠습니까?( )라고 말했습니다.",인용구를 표시할 때는 큰따옴표를 쓴다.,42,인용구를 표시할 때는 큰따옴표를 쓴다.,"[151, 155, 142, 148, 141, 149, 147, 152, 145, 124]","[0.8916820287704468, 0.8629080057144165, 0.7721706628799438, 0.767025351524353, 0.7587541341781616, 0.7568287253379822, 0.7500734329223633, 0.7500574588775635, 0.7494142055511475, 0.7491456270217896]",method2_semantic_embedding
793,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""콩팥 기능이 정상인 경우 임신률은 일반인과 전혀 차이가 없습니다.""",'일반인과 차이가 없다'는 뜻의 '일반인과 전혀 차이가 없다'는 말은 '일반인과 차이가 없다'와 구별할 수 없기 때문에 '일반인과 차이가 없다'로 줄여 쓴다.,43,'일반인과 차이가 없다'는 뜻의 '일반인과 전혀 차이가 없다'는 말은 '일반인과 차이가 없다'와 구별할 수 없기 때문에 '일반인과 차이가 없다'로 줄여 쓴다.,"[83, 18, 78, 13, 122, 57, 72, 7, 124, 59]","[0.8392364978790283, 0.8392364978790283, 0.8392361998558044, 0.8392361998558044, 0.838093638420105, 0.838093638420105, 0.8257061243057251, 0.8257061243057251, 0.8195643424987793, 0.8195643424987793]",method2_semantic_embedding
794,"""공짜라길래 {잔득/잔뜩} 가져왔다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'잔뜩'은 '잔뜩하다'의 어간 '잔'과 '되다'의 어미 '겠다'가 결합한 형태이다. 이는 '잔뜩하다'의 어간 '잔'과 '되다'의 어미 '되-'가 결합하여 [ㄷ]이 소리 나므로 '잔득'이 아니라 '잔뜩'으로 적는다.,44,'잔뜩'은 '잔뜩하다'의 어간 '잔'과 '되다'의 어미 '겠다'가 결합한 형태이다. 이는 '잔뜩하다'의 어간 '잔'과 '되다'의 어미 '되-'가 결합하여 [ㄷ]이 소리 나므로 '잔득'이 아니라 '잔뜩'으로 적는다.,"[96, 31, 92, 27, 104, 39, 99, 34, 95, 30]","[0.8331992626190186, 0.8331992626190186, 0.8313221335411072, 0.8313221335411072, 0.8298265337944031, 0.8298265337944031, 0.8258646726608276, 0.8258646726608276, 0.8244717717170715, 0.8244717717170715]",method2_semantic_embedding
795,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""초등학생, 중학생등 미성년자는 보호자를 동반해야 입장 가능합니다.""","'등'은 '같은 것, 같은 일을 하는 것'을 나타내는 접미사로 쓰일 때는 앞말에 붙여 쓴다. 반면 '등'이 '같은 것, 같은 일을 하는 것'을 나타내지 않고, '같은 것, 같은 일을 하는 것'을 나타내는 접미사 '-'와 구별하기 위해 앞말에 붙여 쓰는 경우도 있다. 이때는 '등'이 접미사가 아니라 명사, 동사, 부사, 형용사 등에 붙는 어미로 쓰이므로 앞말과 띄어 쓴다. '등'이 접미사로 쓰일 때는 앞말에 붙여 쓰고, 어미로 쓰일 때는 앞말과 띄어 쓴다.",45,"'등'은 '같은 것, 같은 일을 하는 것'을 나타내는 접미사로 쓰일 때는 앞말에 붙여 쓴다. 반면 '등'이 '같은 것, 같은 일을 하는 것'을 나타내지 않고, '같은 것, 같은 일을 하는 것'을 나타내는 접미사 '-'와 구별하기 위해 앞말에 붙여 쓰는 경우도 있다. 이때는 '등'이 접미사가 아니라 명사, 동사, 부사, 형용사 등에 붙는 어미로 쓰이므로 앞말과 띄어 쓴다. '등'이 접미사로 쓰일 때는 앞말에 붙여 쓰고, 어미로 쓰일 때는 앞말과 띄어 쓴다.","[96, 31, 104, 39, 92, 27, 97, 32, 99, 34]","[0.8642862439155579, 0.8642862439155579, 0.861420750617981, 0.861420750617981, 0.8550500869750977, 0.8550500869750977, 0.8536454439163208, 0.8536454439163208, 0.853447437286377, 0.853447437286377]",method2_semantic_embedding
796,"""녀석은 탁자 위에 몸을 {뉘인/뉜} 채 있었다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'뉘인'은 '뉘어진'의 줄임어이다.,46,'뉘인'은 '뉘어진'의 줄임어이다.,"[104, 39, 83, 18, 122, 57, 78, 13, 177, 99]","[0.8187092542648315, 0.8187092542648315, 0.8112587928771973, 0.8112587928771973, 0.80983966588974, 0.80983966588974, 0.8014035820960999, 0.8014035820960999, 0.799314558506012, 0.7974942922592163]",method2_semantic_embedding
797,"""해당 소문은 사실이 아닌 것으로 {들어났습니다/드러났습니다}."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'드러나다'는 '드러나다'와 '들어나다' 중에서 '드러나다'가 표준어이다. '드러나다'는 '드러나다'의 어원이 '들어나다'가 아니라 '드러나다'라는 점을 보여주는 근거가 있다. '드러나다'는 '드러나다'의 어원이 '들어나다'가 아니라 '드러나다'라는 점을 보여주는 근거가 있다.,47,'드러나다'는 '드러나다'와 '들어나다' 중에서 '드러나다'가 표준어이다. '드러나다'는 '드러나다'의 어원이 '들어나다'가 아니라 '드러나다'라는 점을 보여주는 근거가 있다. '드러나다'는 '드러나다'의 어원이 '들어나다'가 아니라 '드러나다'라는 점을 보여주는 근거가 있다.,"[104, 39, 83, 18, 82, 17, 96, 31, 100, 35]","[0.7731037139892578, 0.7731037139892578, 0.7699174284934998, 0.7699174284934998, 0.7661834955215454, 0.7661834955215454, 0.7635343074798584, 0.7635343074798584, 0.7626446485519409, 0.7626446485519409]",method2_semantic_embedding
798,"""저는 이번 {콘퍼러스/컨퍼런스}에 참가할 거예요."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",컨퍼런스(conférence)의 원어 발음은 [kɔ̃fɛrɑ̃s]로 [ɛ]는 '에'로 표기한다. 따라서 '컨퍼런스'가 옳다.,48,컨퍼런스(conférence)의 원어 발음은 [kɔ̃fɛrɑ̃s]로 [ɛ]는 '에'로 표기한다. 따라서 '컨퍼런스'가 옳다.,"[160, 174, 167, 86, 21, 171, 72, 7, 168, 173]","[0.7464867234230042, 0.7446278929710388, 0.7255347371101379, 0.7214844226837158, 0.7214844226837158, 0.7209420800209045, 0.7208719253540039, 0.7208719253540039, 0.7194505929946899, 0.7156599164009094]",method2_semantic_embedding
799,"""워낙 구하기 힘든 물건이라 {윗돈/웃돈}까지 주고 샀다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'웃돈'은 '윗돈'의 표준어 대신 쓰이는 말이다. 그러나 '웃돈'은 '윗돈'의 표준어 대신 쓰이는 말이지만, '웃돈'만으로는 '윗돈'의 의미를 충분히 전달하지 못하므로 '웃돈'을 사용할 때는 '윗돈'을 함께 적어야 한다.",49,"'웃돈'은 '윗돈'의 표준어 대신 쓰이는 말이다. 그러나 '웃돈'은 '윗돈'의 표준어 대신 쓰이는 말이지만, '웃돈'만으로는 '윗돈'의 의미를 충분히 전달하지 못하므로 '웃돈'을 사용할 때는 '윗돈'을 함께 적어야 한다.","[67, 2, 83, 18, 104, 39, 78, 13, 92, 27]","[0.8460189700126648, 0.8460189700126648, 0.8259196281433105, 0.8259196281433105, 0.8207478523254395, 0.8207478523254395, 0.8206799626350403, 0.8206799626350403, 0.8091927766799927, 0.8091927766799927]",method2_semantic_embedding
800,"""남편은 {백 리/백리} 길을 쌀을 지어 나르고 갔다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'백 리'는 '백리'와 같이 쓰면 '백 리'의 뜻인 100리와 '백리'의 뜻인 100마일과를 혼동할 수 있기 때문이다. 단, '리'가 체계적인 단위를 나타내는 단위명의 일부인 경우 '백리'와 같이 쓰는 것이 허용된다.",50,"'백 리'는 '백리'와 같이 쓰면 '백 리'의 뜻인 100리와 '백리'의 뜻인 100마일과를 혼동할 수 있기 때문이다. 단, '리'가 체계적인 단위를 나타내는 단위명의 일부인 경우 '백리'와 같이 쓰는 것이 허용된다.","[83, 18, 104, 39, 133, 88, 23, 78, 13, 134]","[0.8342359662055969, 0.8342359662055969, 0.8132753968238831, 0.8132753968238831, 0.8069663643836975, 0.8007913827896118, 0.8007913827896118, 0.7980868816375732, 0.7980868816375732, 0.7980789542198181]",method2_semantic_embedding
801,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""국에 다진 마늘을 듬북 넣어라.""","'드물다'의 어간 '드'에 어미 '-ㅂ-'이 결합하여 '드물다'가 된다. 이에 '이다'가 결합하면 '드물이다'가 된다. '드물이다'는 '드물다'에 '이다'가 결합한 말이므로 '드물이다'로 표기해야 한다. 그러나 '드물다'의 어간 '드'에 '이'가 결합하여 '드럽다'가 되고, 이에 '이'가 결합하여 '드럽이다'가 되는 경우는 '드럽이다'로 표기한다. '드럽이다'는 '드럽다'에 '이다'가 결합한 말이므로 '드럽이다'로 표기해야 한다. '드물다'와 '드럽다'는 둘 다 '드럽이다'로 표기해야 하는데, '드럽다'는 '드럽이다'의 어간이므로 '드럽이다'로 표기해야 한다.",51,"'드물다'의 어간 '드'에 어미 '-ㅂ-'이 결합하여 '드물다'가 된다. 이에 '이다'가 결합하면 '드물이다'가 된다. '드물이다'는 '드물다'에 '이다'가 결합한 말이므로 '드물이다'로 표기해야 한다. 그러나 '드물다'의 어간 '드'에 '이'가 결합하여 '드럽다'가 되고, 이에 '이'가 결합하여 '드럽이다'가 되는 경우는 '드럽이다'로 표기한다. '드럽이다'는 '드럽다'에 '이다'가 결합한 말이므로 '드럽이다'로 표기해야 한다. '드물다'와 '드럽다'는 둘 다 '드럽이다'로 표기해야 하는데, '드럽다'는 '드럽이다'의 어간이므로 '드럽이다'로 표기해야 한다.","[96, 31, 104, 39, 92, 27, 103, 38, 100, 35]","[0.8367339968681335, 0.8367339968681335, 0.83359295129776, 0.83359295129776, 0.8279287815093994, 0.8279287815093994, 0.8266815543174744, 0.8266815543174744, 0.8260686993598938, 0.8260686993598938]",method2_semantic_embedding
