query_id,input_text,retrieved_indices,retrieved_scores,method
453,2024년 1월 1일 이후에 실시하는 입원 진료부터 본인 부담율 감면이 적용될 예정이다.,"[160, 161, 162, 163, 59, 124, 149, 155]","[82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
454,"금액: 25,000원",[],[],method1_keyword_rule_based
455,기술이 나날이 발전하고 있다.,"[163, 45, 110, 46, 111, 160, 161, 162]","[82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
456,"너 어디 사니?"" 하고 물어보려다가 입을 다물었어요.","[7, 72, 13, 78, 14, 79, 131, 31, 96, 45, 110, 160, 161, 163, 145, 152]","[137.0, 137.0, 99.0, 99.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
457,어제 공원에서 재즈 뺀드가 공연을 했다.,"[14, 79, 44, 109, 168, 160, 163, 149]","[169.0, 169.0, 94.0, 94.0, 89.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
458,왼쪽에서 열셋째 그림은 합격이다.,"[7, 14, 72, 79, 160, 161, 162]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
459,올해 캘린더를 샀다.,"[14, 46, 79, 111, 163]","[82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
460,알아갈수록 더 좋게 느껴지는 사람이었다.,"[5, 70, 11, 76, 39, 104, 46, 111, 13, 78, 14, 79, 31, 96, 35, 100, 37, 102, 42, 107]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
461,장애인 뿐만 아니라 비장애인도 이용할 수 있다.,"[160, 161, 163, 162]","[77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
462,크레딧 카드,"[160, 161, 162, 163]","[82.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based
463,여기는 모두 2014년도 졸업식에 참가한 사람들이다.,"[163, 5, 70, 142, 149, 152, 154]","[82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
464,그런 녹록치 않은 상황 속에서도 조국과 국민을 위해 헌신했던 그분들의 생애는 어릴 적 읽었던 위인전처럼 이 시대의 후배 경찰들에게 벅찬 감동과 큰 가르침을 주는 고마운 선물이 아닐 수 없습니다.,"[160, 163, 142, 161, 162, 1, 66, 7, 72, 14, 79, 23, 88, 33, 98, 48, 113, 61, 126, 149]","[137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
465,카드를 뒤집어 엎어보기까지는 누가 이겼는지 모른다.,"[160, 161, 162, 34, 99, 27, 92, 39, 104]","[82.0, 82.0, 82.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
466,바나나,"[46, 111, 163]","[77.0, 77.0, 77.0]",method1_keyword_rule_based
467,주책이 없어 자꾸 남의 말에 흔들리게 된다.,"[1, 66, 27, 92, 163, 160]","[169.0, 169.0, 169.0, 169.0, 82.0, 82.0]",method1_keyword_rule_based
468,이번에 새로 나온 브랜드예요.,"[142, 144, 153, 160, 161, 162, 163, 46, 111]","[89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
469,오늘 총 십오만칠천 명이 모였다.,"[160, 161, 162, 163, 11, 76, 14, 79, 149, 10, 75, 20, 85]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
470,"네? 의, 의사라고요?","[7, 8, 72, 73, 163, 18, 83, 141, 145, 23, 88, 64, 129, 14, 79, 53, 118]","[137.0, 137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
471,알아서 좀 해.,"[46, 111, 14, 79, 20, 85, 7, 72, 160, 161, 162, 163, 136, 149, 150]","[137.0, 137.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
472,2023.4.17(월),"[17, 82, 24, 89, 54, 119, 59, 124]","[77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
473,너무 쩨쩨한 것 같아. 네 번으로 하자.,"[27, 92, 14, 79, 19, 84, 160, 161, 162, 163, 45, 110]","[169.0, 169.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
474,모차르트(오스트리아의 작곡가)는 고전파의 양식을 확립하였다.,"[163, 46, 111, 5, 70, 160, 161, 162, 23, 88]","[77.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
475,다음 주에 시험을 볼 테니 그리 알고 열심히 공부하세요.,"[163, 1, 66, 13, 78, 14, 79, 20, 85, 28, 47, 93, 112, 160, 148, 144]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
476,그는 여전히 미심쩍어하는 눈치였다.,"[160, 161, 162, 30, 95, 45, 110, 163]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
477,오늘은 무슨 일이 있어도 반듯이 이 일을 끝내고야 말겠다.,"[27, 92, 160, 161, 162, 163, 4, 69, 149]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
478,영화의 장면을 이야기할 때는 씬이라고 하는 거야.,"[160, 161, 162, 163]","[77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
479,허리를 터치하게 펴고 앉아라.,"[14, 79, 165, 52, 117, 23, 88, 163, 160]","[99.0, 99.0, 94.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
480,다희가 알았으면 엄청 화냈을걸?,"[163, 10, 75, 7, 72, 14, 79, 160]","[82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 72.0]",method1_keyword_rule_based
481,우리 동네까지 셔틀버스가 온다.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 7, 8, 72, 73]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
482,백스테이지에는 관계자만 들어갈 수 있다.,"[30, 95, 160, 163, 161, 162]","[99.0, 99.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
483,하마터면 잘못 갈뻔했다.,"[46, 111, 13, 78, 17, 82, 30, 95, 56, 121, 163, 59, 124]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
484,사람들은 예뻐지기 위해 입술 필러를 맞는다.,"[148, 163, 160, 14, 46, 79, 111, 58, 123, 59, 124, 145, 152, 149, 8, 73]","[89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
485,친구랑 길을 걷다가 친구가 저에게 '너 너무 천천히 걸어. 나 한 걸음 걸을 때 너 다섯 걸음 걷는 것 같아.'라고 했습니다.,"[30, 95, 163, 31, 96, 42, 107, 10, 75, 13, 78, 14, 79, 46, 111]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
486,완전히 넌가 나간 얼굴이다.,"[45, 110, 163, 15, 30, 80, 95, 46, 111, 160]","[137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based
487,여기는 무엇 하러 왔니?,"[45, 110, 163, 4, 69, 145, 149, 59, 124]","[99.0, 99.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
488,금값이 역대 최고값을 경신하였다.,[163],[82.0],method1_keyword_rule_based
489,스테이크를 굽기 전에 겉면을 잘 브라우닝하면 더 풍미가 좋아진다.,"[163, 10, 75, 14, 79, 23, 88, 160, 161, 162]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
490,순영이는 집에서 무려 열두째이다.,"[13, 78, 26, 91, 42, 107, 63, 128, 4, 69, 163]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
491,사실은 하나도 안 웃겨. 하고 속으로 생각했다.,"[14, 79, 163, 46, 111, 7, 72, 39, 104, 12, 77, 13, 78]","[109.0, 109.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
492,너한테는 식은 죽 먹기겠지만 나한테는 아니다.,"[13, 78, 5, 70, 10, 75, 20, 85, 31, 96, 173, 174]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0]",method1_keyword_rule_based
493,"윤석중 전집(1988), 70쪽 참조","[7, 72, 14, 79, 2, 67, 13, 78, 142]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 76.0]",method1_keyword_rule_based
494,오고 가는 시간에는 영어 단어를 짬짬이 외운다.,"[14, 79, 160, 161, 162, 163, 46, 111, 15, 30, 80, 95, 59, 124]","[94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
495,퇴근하며 사무실 문을 잘 잠궜다.,"[156, 163, 4, 69, 144, 142, 143, 151]","[91.0, 82.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
496,영어는 '잉글리시'라고 발음한다.,"[160, 23, 88, 163]","[82.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
497,어머니를 도와 드리려 설거지를 하다가 그릇을 두 개나 깨버렸다.,"[163, 137, 23, 88, 26, 91, 160, 161, 162, 149, 155]","[137.0, 91.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 76.0, 76.0]",method1_keyword_rule_based
